observation_month,brand,lta_make,trailing_12m_start,trailing_12m_end,brand_registrations,all_make_registrations,market_share_weight,source_url
2025-08,Honda,HONDA,2024-08,2025-07,4615.0,49112.0,0.09396888744095129,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Hyundai,HYUNDAI,2024-08,2025-07,1767.0,49112.0,0.035978986805668675,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Jaecoo,CHERY,2024-08,2025-07,400.0,49112.0,0.00814464896562958,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Kia,KIA,2024-08,2025-07,1233.0,49112.0,0.025105880436553183,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Lexus,TOYOTA,2024-08,2025-07,8247.0,49112.0,0.1679223000488679,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,MG,M.G.,2024-08,2025-07,600.0,49112.0,0.012216973448444373,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Mazda,MAZDA,2024-08,2025-07,1245.0,49112.0,0.02535021990552207,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Mercedes-Benz,MERCEDES BENZ,2024-08,2025-07,5170.0,49112.0,0.10526958788076234,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Nissan,NISSAN,2024-08,2025-07,1449.0,49112.0,0.029503990877993158,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Omoda,CHERY,2024-08,2025-07,400.0,49112.0,0.00814464896562958,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Porsche,PORSCHE,2024-08,2025-07,770.0,49112.0,0.015678449258836945,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Suzuki,SUZUKI,2024-08,2025-07,331.0,49112.0,0.006739697019058479,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Tesla,TESLA,2024-08,2025-07,2920.0,49112.0,0.05945593744909594,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Toyota,TOYOTA,2024-08,2025-07,8247.0,49112.0,0.1679223000488679,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,Volvo,VOLVO,2024-08,2025-07,583.0,49112.0,0.011870825867405115,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,XPENG,XPENG,2024-08,2025-07,795.0,49112.0,0.016187489819188793,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-08,ZEEKR,ZEEKR,2024-08,2025-07,264.0,49112.0,0.005375468317315524,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-09,Aion,GAC,2024-09,2025-08,784.0,49813.0,0.015738863348924978,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-09,Audi,AUDI,2024-09,2025-08,610.0,49813.0,0.01224579928934214,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-09,BMW,B.M.W.,2024-09,2025-08,5210.0,49813.0,0.10459117097946319,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-09,BYD,BYD,2024-09,2025-08,9049.0,49813.0,0.18165940617910986,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-09,Dongfeng,DONGFENG,2024-09,2025-08,222.0,49813.0,0.004456667938088451,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
2025-09,GAC,GAC,2024-09,2025-08,784.0,49813.0,0.015738863348924978,https://datamall.lta.gov.sg/content/datamall/en/static-data.html
