observation_id,observed_at,available_at,retrieved_at,source_url,source_type,category,brand,model,variant,advertised_price,previous_advertised_price,coe_rebate_level,guaranteed_coe,guaranteed_coe_bid_count,guaranteed_coe_terms,finance_incentive_value,finance_incentive_terms,trade_in_incentive_value,trade_in_incentive_terms,cash_discount_value,other_incentive_value,promotion_deadline,promotion_name,roadshow_name,roadshow_start,roadshow_end,market_share_weight,currency,notes
sgcm-81-2026-07-09-p2-b,2026-07-09T00:00:00+08:00,2026-07-09T23:59:59+08:00,2026-08-24T12:12:44.638618+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-07-09.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 2,248688.0,195888.0,116500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,,"PROMOTION | lage orices are inclusive of all acol cable Current Promotions A Year-Round P. | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2388794415107849,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=22; price_range=213388.0-324888.0; finance_rate_pct=2.28; finance=FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=c47ea991cb70b23a353070a0dd3f423fad7655de8858e62a0a1e51c8dcfb4a9f; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2026-07-09-p3-b,2026-07-09T00:00:00+08:00,2026-07-09T23:59:59+08:00,2026-08-24T12:12:44.638618+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-07-09.pdf#page=3,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 3,210388.0,248688.0,116500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,,"PROMOTION | [Package prices are inclusive of all applicable Current Promotions & Year-Round Perks) | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2388794415107849,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=24; price_range=190388.0-305888.0; finance_rate_pct=nan; finance=INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=c47ea991cb70b23a353070a0dd3f423fad7655de8858e62a0a1e51c8dcfb4a9f; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2026-07-24-p2-b,2026-07-24T00:00:00+08:00,2026-07-24T23:59:59+08:00,2026-08-24T12:13:22.489128+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-07-24.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 2,251188.0,210388.0,116500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,2026-08-05,"PROMOTION | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2388794415107849,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=215388.0-324888.0; finance_rate_pct=2.28; finance=FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=2c6067f416cee731524d682194718c54dffceead6729f9f3d765d00f01005f0b; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2026-07-24-p3-b,2026-07-24T00:00:00+08:00,2026-07-24T23:59:59+08:00,2026-08-24T12:13:22.489128+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-07-24.pdf#page=3,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 3,210388.0,251188.0,116500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,2026-08-05,"PROMOTION | [Package prices are inclusive of all applicable Current Promotions & Year-Round Perks) | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2388794415107849,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=189388.0-306888.0; finance_rate_pct=nan; finance=INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=2c6067f416cee731524d682194718c54dffceead6729f9f3d765d00f01005f0b; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2026-08-07-p2-b,2026-08-07T00:00:00+08:00,2026-08-07T23:59:59+08:00,2026-08-24T12:14:00.489096+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-08-07.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 2,228388.0,210388.0,109500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,,"PROMOTION | (Package orices are inclusive of all soolicable Current Promotions A Yase Round Perkel | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2414044703872437,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=211388.0-323888.0; finance_rate_pct=2.28; finance=FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=ac8246e7e826ba037c4adb3409f01a2da4a129ba864f8f696ce8ae3a80acb616; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2026-08-07-p3-b,2026-08-07T00:00:00+08:00,2026-08-07T23:59:59+08:00,2026-08-24T12:14:00.489096+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-08-07.pdf#page=3,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 3,208388.0,228388.0,115500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,,"PROMOTION | Package prices are inclusive of all applicable Current Promotions & Year-Round Perks) | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2414044703872437,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=189388.0-306888.0; finance_rate_pct=nan; finance=INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=ac8246e7e826ba037c4adb3409f01a2da4a129ba864f8f696ce8ae3a80acb616; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2026-08-20-p2-b,2026-08-20T00:00:00+08:00,2026-08-20T23:59:59+08:00,2026-08-24T12:14:16.623098+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-08-20.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 2,228388.0,208388.0,117500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,2026-09-09,"PROMOTION | (Package prices are inclusive of all applicable Current Promotions & Year-Round Perks | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2414044703872437,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=211388.0-323888.0; finance_rate_pct=2.28; finance=FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=70df595a0be66cd5bebb5334f52065c47a96619fbefc1a167ce9a1140d87c106; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2026-08-20-p3-b,2026-08-20T00:00:00+08:00,2026-08-20T23:59:59+08:00,2026-08-24T12:14:16.623098+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-08-20.pdf#page=3,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 3,208388.0,228388.0,117500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,2026-09-09,"PROMOTION | Package prices are inclusive of all applicable Current Promotions & Year-Round Perks) | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2414044703872437,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=189388.0-306888.0; finance_rate_pct=nan; finance=INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=70df595a0be66cd5bebb5334f52065c47a96619fbefc1a167ce9a1140d87c106; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2026-08-21-p2-b,2026-08-21T00:00:00+08:00,2026-08-21T23:59:59+08:00,2026-08-24T12:14:38.394986+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-08-21.pdf#page=2,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 2,228388.0,208388.0,117500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,2026-09-09,"PROMOTION | (Package prices are inclusive of all applicable Current Promotions & Year-Round Perks | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2414044703872437,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=211388.0-323888.0; finance_rate_pct=2.28; finance=FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=9a027fee2fdd3dc3bfe4d3460ab6ffed7fbbec0baaf7a062daaab966ce29de57; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2026-08-21-p3-b,2026-08-21T00:00:00+08:00,2026-08-21T23:59:59+08:00,2026-08-24T12:14:38.394986+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2026-08-21.pdf#page=3,SGCarMart archived authorised-dealer price list,Category B,BYD,Price-list page summary,PDF page 3,208388.0,228388.0,117500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants",7000.0,,2026-09-09,"PROMOTION | Package prices are inclusive of all applicable Current Promotions & Year-Round Perks) | 5. Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.2414044703872437,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=189388.0-306888.0; finance_rate_pct=nan; finance=INTEREST RATE | FINANCE REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants; sha256=9a027fee2fdd3dc3bfe4d3460ab6ffed7fbbec0baaf7a062daaab966ce29de57; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-13-2024-01-06-p1-a,2024-01-06T00:00:00+08:00,2024-01-06T23:59:59+08:00,2026-08-24T11:35:24.779752+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-01-06.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,155999.0,,,False,6.0,non-guaranteed,,- Low interest rates from 2.78%,,- Special trade-in discount,7500.0,,2024-01-17,HONDA MOTORSHOW PROMOTIONS:,,,,0.0870471464019851,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=142999.0-171999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=e97f650bd6accb1a9430533e4aa49b8b2b44beca636856afa50c7c68929debb0; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-01-09-p1-a,2024-01-09T00:00:00+08:00,2024-01-09T23:59:59+08:00,2026-08-24T11:35:35.530459+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-01-09.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,155999.0,155999.0,,False,6.0,non-guaranteed,,- Low interest rates from 2.78%,,- Special trade-in discount,7500.0,,2024-01-17,HONDA MOTORSHOW PROMOTIONS:,,,,0.0870471464019851,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=142999.0-171999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=4e5e3b6e134a8aaf8de750b0e0cde4888d6f224e19d65f44297f93747b29c907; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-01-10-p1-a,2024-01-10T00:00:00+08:00,2024-01-10T23:59:59+08:00,2026-08-24T11:35:41.500369+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-01-10.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,157499.0,155999.0,,False,6.0,non-guaranteed,,- Low interest rates from 2.78%,,- Special trade-in discount,7500.0,,2024-01-17,HONDA MOTORSHOW PROMOTIONS:,,,,0.0870471464019851,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=10; price_range=142999.0-171999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=d4434b979eb1a19ce81487cc5f04592ab80e9869685a87ef64d8867b7f1352db; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-01-18-p1-a,2024-01-18T00:00:00+08:00,2024-01-18T23:59:59+08:00,2026-08-24T11:36:03.237594+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-01-18.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,165999.0,157499.0,,False,6.0,non-guaranteed,,- Low interest rates from 2.78%,,- Special trade-in discount,7500.0,,2024-02-07,HONDA CHINESE NEW YEAR PROMOTIONS:,,,,0.0870471464019851,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=9; price_range=152999.0-181999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=3eac36d902672975130f93dfa9c945ea9266bbe06e22f0d74dcd6a88a0de68e7; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-02-08-p1-a,2024-02-08T00:00:00+08:00,2024-02-08T23:59:59+08:00,2026-08-24T11:36:52.155551+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-02-08.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,162999.0,165999.0,,False,6.0,non-guaranteed,,- Low interest rates from 2.68%,,- Special trade-in discount,7500.0,,2024-02-21,HONDA CHINESE NEW YEAR PROMOTIONS:,,,,0.0852274585472741,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=9; price_range=149999.0-179999.0; finance_rate_pct=2.68; finance=- Low interest rates from 2.68%; trade_in=- Special trade-in discount; sha256=29a53e717625973e51a30a0c399517aca2f0f01904f5dcf5b82e40c7abd7a424; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-02-23-p1-a,2024-02-23T00:00:00+08:00,2024-02-23T23:59:59+08:00,2026-08-24T11:37:24.474397+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-02-23.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,159999.0,162999.0,,False,6.0,non-guaranteed,,- Low interest rates from 2.68%,,- Special trade-in discount,6600.0,,2024-03-06,66th ANNIVERSARY PROMOTIONS,,,,0.0852274585472741,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=9; price_range=146999.0-176999.0; finance_rate_pct=2.68; finance=- Low interest rates from 2.68%; trade_in=- Special trade-in discount; sha256=d644ed31287dbc82d8ff7805530705279bd157885f5d2bec7cbb56f9cc6f3875; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-03-08-p1-a,2024-03-08T00:00:00+08:00,2024-03-08T23:59:59+08:00,2026-08-24T11:38:07.889070+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-03-08.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,163999.0,159999.0,,False,6.0,non-guaranteed,,- Low interest rates from 2.68%,,,6600.0,,2024-03-20,"NEW CAR PRICELIST AND PROMOTION with effect from 7 March 2024 to 20 March 2024, 12pm | PROMOTION PRICE | 66th ANNIVERSARY PROMOTIONS",,,,0.0837141468157511,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=16; price_range=152399.0-181999.0; finance_rate_pct=2.68; finance=- Low interest rates from 2.68%; trade_in=nan; sha256=eff2b8094cb720e7b0a823f90c763572e4dab354c8d2cfea76e927657c6bfa39; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-04-05-p1-a,2024-04-05T00:00:00+08:00,2024-04-05T23:59:59+08:00,2026-08-24T11:39:07.017928+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-04-05.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,167699.0,163999.0,,False,6.0,non-guaranteed,,- Low interest rates from 2.78%,,- Special trade-in discount,6600.0,,2024-04-17,"NEW CAR PRICELIST AND PROMOTION with effect from 4 April to 17 April 2024, 12pm | PROMOTION PRICE | THE CAR EXPO 2024 PROMOTIONS",,,,0.0795447419577349,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=18; price_range=157399.0-186999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=c6b48312c9591bf068258d9bdb1d554cd1627db3378dabc335d040ab8ba2bbfe; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-04-08-p1-a,2024-04-08T00:00:00+08:00,2024-04-08T23:59:59+08:00,2026-08-24T11:39:12.359151+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-04-08.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,167699.0,167699.0,,False,6.0,non-guaranteed,,- Low interest rates from 2.78%,,- Special trade-in discount,6600.0,,2024-04-17,"NEW CAR PRICELIST AND PROMOTION with effect from 6 April to 17 April 2024, 12pm | PROMOTION PRICE | THE CAR EXPO 2024 PROMOTIONS",,,,0.0795447419577349,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=18; price_range=157399.0-186999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=98ca59e7c76ae9d3e8d639ebcd0397baddbcf972feb551621ed7d974cd39e0d9; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-04-19-p1-a,2024-04-19T00:00:00+08:00,2024-04-19T23:59:59+08:00,2026-08-24T11:39:44.524964+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-04-19.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,171899.0,167699.0,,True,6.0,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.78%,,- Special trade-in discount,6600.0,,2024-05-08,"NEW CAR PRICELIST AND PROMOTION with effect from 18 April to 8 May 2024, 12pm | PROMOTION PRICE | 66th ANNIVERSARY PROMOTIONS",,,,0.0795447419577349,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=160399.0-190999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=023704080617905ada828b12543c53b4bdb4977bade37f179d833223e9bc5d6d; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-05-13-p1-a,2024-05-13T00:00:00+08:00,2024-05-13T23:59:59+08:00,2026-08-24T11:40:49.307139+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-05-13.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,170899.0,171899.0,,True,6.0,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.78%,,- Special trade-in discount,6600.0,,2024-05-23,"NEW CAR PRICELIST AND PROMOTION with effect from 9 May to 23 May 2024, 12pm | PROMOTION PRICE | HONDA MID-YEAR SALE PROMOTIONS",,,,0.0790386297156298,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=159399.0-189999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=98ac687c0f81f2035b08fcada4b89a849f753e9e3a0685bd0795aa7f2454d643; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-05-27-p1-a,2024-05-27T00:00:00+08:00,2024-05-27T23:59:59+08:00,2026-08-24T11:41:21.960570+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-05-27.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,169199.0,170899.0,,True,6.0,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.78%,,- Special trade-in discount,6600.0,,2024-06-05,"NEW CAR PRICELIST AND PROMOTION with effect from 24 May to 5 June 2024, 12pm | PROMOTION PRICE | HONDA MID-YEAR SALE PROMOTIONS",,,,0.0790386297156298,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=158399.0-188999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=73c4947bdc93131cba5d7b79f7471622ac7b53d48cf6d64f7ec76291a6ac6b1e; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-06-24-p1-a,2024-06-24T00:00:00+08:00,2024-06-24T23:59:59+08:00,2026-08-24T11:42:36.682523+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-06-24.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,166399.0,169199.0,,True,6.0,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.78%,,- Special trade-in discount,6600.0,,2024-07-03,"NEW CAR PRICELIST AND PROMOTION with effect from 21 June to 3 July 2024, 12pm | PROMOTION PRICE | HONDA 66th ANNIVERSARY PROMOTIONS",,,,0.0801523363117035,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=154399.0-185999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=309373a09111ca337929b75933081f62c037471f71f7fe1fc63131d35f9632ba; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-07-08-p1-a,2024-07-08T00:00:00+08:00,2024-07-08T23:59:59+08:00,2026-08-24T11:43:30.517145+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-07-08.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,166399.0,166399.0,,True,6.0,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.78%,,,6600.0,,2024-07-17,"NEW CAR PRICELIST AND PROMOTION with effect from 04 July to 17 July 2024, 12pm | PROMOTION PRICE | HONDA 66th ANNIVERSARY PROMOTIONS",,,,0.0816819855524636,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=154399.0-185999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=nan; sha256=887615cd234f12539422853580e32a9cf62bd398ac1fce9607e52cb91bd569e7; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-07-19-p1-a,2024-07-19T00:00:00+08:00,2024-07-19T23:59:59+08:00,2026-08-24T11:43:52.228960+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-07-19.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,164549.0,166399.0,,True,6.0,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.78%,,- Special trade-in discount,5900.0,,2024-08-07,"NEW CAR PRICELIST AND PROMOTION with effect from 18 July to 7 August 2024, 12pm | PROMOTION PRICE | NATIONAL DAY PROMOTIONS",,,,0.0816819855524636,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=154099.0-184999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=1131f7b6ccc6aee1c7db686e6404fa0dc06e5dc91cdc99c142c6348c2a932362; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
sgcm-13-2024-07-25-p1-a,2024-07-25T00:00:00+08:00,2024-07-25T23:59:59+08:00,2026-08-24T11:44:13.784842+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/13/2024-07-25.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,Honda,Price-list page summary,PDF page 1,164549.0,164549.0,,True,6.0,mixed guaranteed and non-guaranteed packages,,- Low interest rates from 2.78%,,- Special trade-in discount,5900.0,,2024-08-07,"NEW CAR PRICELIST AND PROMOTION with effect from 25 July to 7 August 2024, 12pm | PROMOTION PRICE | NATIONAL DAY PROMOTIONS",,,,0.0816819855524636,SGD,brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=154099.0-184999.0; finance_rate_pct=2.78; finance=- Low interest rates from 2.78%; trade_in=- Special trade-in discount; sha256=5e0ab39e951b975af38937484a80738f1938c075d237d4d717d49645c6bc14dc; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day.
